;context;emotion
3837;i feel too much but i don t care no i don t careeeeee i don t care by savage garden your three plans for tomorrow;anger
3839;i can feel myself agitated now so im going to have to leave work in a sec;anger
3851;i feel angry man named muaz;anger
3860;i was the compere at a party and all my efforts to get the show rolling were thwarted by the immobile;anger
3861;i feel so resentful about having to take care of us and not getting to do what i want to do;anger
3862;i feel every part of me agitated by the reality of the kingdom walk the talk;anger
3873;i still feel so agitated;anger
3874;i feel dissatisfied and no matter how selfish i am or how much about me i make saturday it s never enough;anger
3882;i loathe stuffed animals they make me feel a bit violent and i have been known to punch them;anger
3884;i still feel incredibly frustrated by it;anger
3916;i feel guilt that i was cranky last night and didn t fully embrace my evening alone with the boy;anger
3919;i didnt expected to be that much addicted to the nicotine before ive experienced all withdrawal symptoms feeling irritable and so stressed going mad with cravings inability to concentrate dry mouth trouble sleeping i wake up every night at a;anger
3922;i feel so pissed about myself;anger
3928;i started off feeling rather cranky and grumpy and ultimately ordinary then there was a little facebook flash from my cousin in west meath and suddenly we were pinging bad jokes and naughty stories about rudolph valentino performing unspeakable acts back and forth and it felt like a party;anger
3929;i feel like they might be engineering hostile situations by which i mean wars and missile testing and dropping spy planes out of the sky and all the rest because overwhelmingly they have y chromosomes and because they are bored;anger
3934;im not enjoying winter hate feeling cold and having to dress in so many layers;anger
3945;i feel there are other options that not as violent probably more costly yet equally futile so whats the problem with keeping our men and women out of harms way;anger
3949;i know that there is some cynicism involved but i also know that it s come from the lessons i ve learned over the last couple years of life and i don t feel resentful or damaged because of it i feel fortunate enough to have been clubbed upside the head with a bigger dose of reality;anger
3951;i almost feel greedy for believing that i want so much;anger
3956;i start feeling angry i need to actually stop and figure out what im really feeling so i can deal with life in a more balanced way;anger
3961;i see what being unhealthy does and i can feel the weight that i ve gained back and i am pissed that i let some of it creep back on;anger
3965;i feel disgusted that any criminal justice system in the st century could know the full details of it all and deny it to be named as abusive;anger
3985;i lived her life without the feeling of acceptance she felt as though trouble and misery followed her everywhere she went and that everyone hated her because of it;anger
3991;im sure this silly little blog is ridiculous but sometimes i just feel so aggravated;anger
4025;i feel very disgusted by that i cant tolerated her actions anymore by writing this post;anger
4049;i would also hate for you to feel i was selfish in my decision;anger
4051;i determined to have a read of the backdrop and that old feeling it s been a while since i ve bothered to examine adventure path material almost immediately began to emerge what i would call the take away phenomenon;anger
4060;i felt like facebook was a catalyst for me to feel that way about myself and i started to see it as a bit of a hostile online community;anger
4074;i feel jealous with them why they can;anger
4090;i lets me into his fucked up world and he usually does i feel fucked up too and honestly a little scared;anger
4095;i feel tortured the one thing i love is the one thing that wont support me financially but i cringe when i think of spending years chained to a desk performing a job by wrote with little or no room for creativity or for anything else that matters;anger
4103;i was feeling a little annoyed at some people;anger
4118;i don t feel whack or messed up i know i m psychologically fucked up because i can feel the difference but i don t feel like i m as fucked up as i could be;anger
4123;i can go from elated laughing to plunging back into my extreme misery at a simple exchange that it feels so dangerous now;anger
4130;i cant really understand my feeling cause its a mixture between bitter and a sour one which even i dont get;anger
4136;ive been feelin cranky about my blog im feeling its still a bit childish for me already i dont know if its the blog itself the address or something else;anger
4139;i have been feeling agitated about lately;anger
4144;i feel rediculous and petty and yet justified;anger
4163;i feel there are some who still wants us together and i im being rebellious;anger
4173;i dont hallucinate instead i slowly continue along my little path until i feel needlessly violent and overly happy about it;anger
4176;i didnt feel that way with this we got to be with everyone on the dangerous path to freedom;anger
4187;i feel incredibly sarcastic right now;anger
4192;i am writing feeling appalled;anger
4198;i feel like im being taken advantage of and on top of that i am really bothered by my boyfriends sloppy behaviors;anger
4211;i don t know what to do about it or how to do it almost feeling angry within myself that i can t do something tangible and pragmatic to help my sisters;anger
4212;i just remember spending hours trying to bump my score above the mark and feeling frustrated by the questions they were a mixture of professor generated and usmleasy ones;anger
4217;i feel irritated that he either interrupts my quiet time or wakes me up;anger
4222;i simply can t help but feel dissatisfied after reading glancing through each;anger
4229;i feared i would feel resentful of her or this process but i dont and i am so happy about that;anger
4234;i feel really pissed off justanswer;anger
4245;i feel completely agitated;anger
4278;i looked around and once again was disappointed that so little had shown up this evening but apparently this was my day to feel selfish;anger
4283;i feel to you or dad because dad is pissed about the dishes and will in turn belittle the way i feel to simply me being a spoiled little bitch who doesn t do jack around the house;anger
4290;i feel like shes just so distracted but when it comes to my year old brother she waits on him hand and foot;anger
4309;i used feel frustrated all the time;anger
4317;i need to remember something feel like it and not be distracted simultaneously before it happens;anger
4324;i feel is hostile kinship or mounting nausea did you know that back means the binding itself;anger
4326;i feel grouchy now the football fans have woken me up from the customary sunday siesta;anger
4335;i just feel too stubborn to give up on a dream;anger
4337;i feel the need to be distracted;anger
4350;i feel irritated and helpless;anger
4352;i could feel this way but i honestly believe that he was and is a very violent and dangerous man;anger
4365;i feel so hated and useless sometimes i even ask myself why havent i killed myself yet;anger
4368;when they changed my office to another room without my agreement;anger
4377;i prayed for love for the people that i was feeling bitter towards and that they would find what was best for them;anger
4381;i feel i am beyond pissed off disappointed frustrated with myself;anger
4394;i know its the lot of the dumpee to feel slighted jealous unable to move on depressed angry and a whole bunch of other negative emotions that stem from the whole rejection and sometimes replacement involved in the break up process;anger
4397;i was thinking about how you all were watching general conference and i was feeling a bit jealous;anger
4418;i am yelling at my kids at the drop of a hat for no reason possess no energy to do anything just feeling irritable and sad about everything;anger
4445;i dont have to buy it in tubs which feels vile;anger
4453;ive been feeling vaguely dissatisfied with reel pros since i signed up a few weeks ago;anger
4456;i feel like this could be a dangerous topic if anyone feels passionately about pianos but its been on my mind for a while and i thought it was worth discussing not because im going to paint my piano which i grew up with so please stop hyperventilating mom;anger
4458;i feel like being selfish and keeping this foodie secret myself but why would i deny everyone else;anger
4473;i was half feeling very irritated and just wanted to get out of a amp f lol;anger
4474;i feel i am writing this blog for selfish reasons but i know god can use it for his her purpose;anger
4475;i was in i could feel him and i hated the drawn tight feeling i had;anger
4482;i remember consistently feeling dissatisfied with my progress;anger
4492;im feeling so pissed off that i wanna scream and shout at the wall facing me right now;anger
4513;i kept crying or feeling cranky;anger
4551;i feel like i can breath now and not be so rushed;anger
4556;i feel this way i withdraw become irritable;anger
4564;i am feeling rebellious i will start from the end instead of the beginning a very good place to start;anger
4565;i need to be just as open with them as i am with some of my friends when i feel that they have wronged me;anger
4580;i feel like she acts bitchy and complainy to try and fit in but that doesnt make sense because for the most part were not bitchy and complainy;anger
4584;i know that i still feel kind of agitated but i also switch from feeling hot to feeling cold when i lay down;anger
4588;i feel so bitchy and mean and terrible;anger
4594;i feel like i ve fucked up massively for not being able to fight off being suicidal;anger
4596;i don t feel bitter about my lot nor do i wish any other mother s son was in my place;anger
4600;i feel only a little agitated right now;anger
4605;i met them great people but i have a feeling i may have unintentionally offended them;anger
4612;im feeling stressed about this more than i should;anger
4631;i think about myself personally when it comes to investing i feel like i would fall into the investment category of getting greedy i think id invest into a bombing market like coca cola in the s;anger
4636;i feel tortured every moment and theres nowhere i can go to get away from it or to get back to what i was used to;anger
4638;i tend not to shower on those days and feel slightly rebellious getting all stinky and doing nothing;anger
4642;i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later;anger
4657;i feel cheated and wronged let down and spurned the vine i tended and nursed how could it do this to me;anger
4659;i could be really screwed just on waiting for a sitter so i was feeling stressed;anger
4661;i was about to feel insulted and show opportunity the finger then the door when it presented the prize two weeks in italy;anger
4668;i feel like im presenting myself in a less hostile manner now when i am dragged to an event or gathering full of stupid fake people;anger
4684;i feel so frustrated but i cant tell them i am;anger
4685;i said what i felt needed to be said and in addition to that i was feeling bitchy;anger
4687;i feel extremely mind fucked;anger
4696;i could ingrain in my mind all my feelings all my experiences reading it so if i hated everything that happened in the next book i could just go back to the first and pretend nothing ever happened past it;anger
4699;i know now makes me feel outraged;anger
4700;i feel slightly offended;anger
4703;i feel more disgusted with the woman who s undoubtedly banking off this incident the one who handed the pictures off to political pundits who she has to have known would use them in not nice ways;anger
4706;i was feeling very offended at the line of questioning and almost walked out but i stuck around for some reason;anger
4708;i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach;anger
4710;i feel less aggravated and upset today i think i realized that its just not worth it it proved to be wasted time and effort pointless and stupid i am fine with not knowing him im uneffected for the time being at least;anger
4717;the first day i visited the hospital i was disgusted because i experienced offensive smell which i never expected i nearly ran away from the course;anger
4726;id done that though it kind of did a on me and i found myself sympathizing with the demons as the church called them and feeling more disgusted with the people who were supposed to be trying to fight them off;anger
4739;i was feeling kind of resentful about it since its april and all;anger
4743;i feel petty and mean unemotional when im with her;anger
4750;i aint pissed angry mad or anything i just feel pretty much fuckin insulted;anger
4754;i am still working through the guilt of feeling selfish for self preservation without the justification that i must survive to bring up my babies;anger
4755;i know its only the beginning of and im already feeling fucked;anger
4756;i often feel resentful of anything that seems good;anger
4761;i even mentioned him was to show i want to trust you with my feelings hoping you would not think i was being rude mean coercive or pushy;anger
4766;i am back at home feeling irritable about that since ive been looking forward to the party all week;anger
4773;i know i am not alone when i say i often feel rushed;anger
4778;i miss time with my husband and not feeling rushed to get back home to relieve our caregiver;anger
4788;i feel rushed trying to get everything together late at night;anger
4794;when i saw all the starving people in ethiopia on tv it felt awful to see such suffering;anger
4799;i am currently feeling very aggravated;anger
4804;i feel like a greedy person for liking two people;anger
4810;i was a child i stole rmb from my grandfather maternal and i feel i exceptionally wronged him;anger
4813;im feeling really hateful and disgruntled about my job but i sure hope i dont lose it for being late;anger
4824;i was feeling irritable and grumpy today so i came home for lunch took a nap;anger
4829;i am just feeling grumpy and sore;anger
4832;i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that;anger
4835;i think i m feeling dissatisfied with my life;anger
4837;i feel outraged that my life is so easy so blessed;anger
4842;i also hate feeling aggravated when i dont know how i am supposed to eat because when i feel that way i often sound that way;anger
4854;i feel petty things but not to the extent that humans seem to feel them wars have been started over stupid little things and try as i might i cannot understand how things such as loving two people or feeling jealous can lead to murder and unhappiness;anger
4857;i typically respond when i feel offended;anger
4878;i do meet that i do date will continue to be sources of apathy or worse people whom i feel i have wronged or in whose confidence i act in bad faith;anger
4904;i had the feeling stubborn and ridiculous and possibly several more colourful turns of phrase as the children were all still asleep were on the tip of her tongue but she settled for heaving a sigh and turning to leave;anger
4923;i read which i feel i didn t need to read makes me a little grumpy;anger
4929;i think maybe about how strongly she feels about him and being there for him but brad looks really distracted;anger
4930;i feel so cluster fucked in my head;anger
4940;when i heard about the way a parent of a friend had mistreated him;anger
4941;i worry that he s feeling resentful for doing woman s work;anger
4943;i was feeling a little grumpy thinking about everything that needs to get done but flipping it around this way well now i m ready to roll up my sleeves write some to do lists and get to work;anger
4955;i can spend my life condemning others i feel have wronged my people or me and yet my own consequences are strangely bitter;anger
4974;ive always been a giver not a taker i feel selfish in considering this idea;anger
4989;i feel frustrated sometimes with my mac lipsticks when i have to read names or open each of them to select shade;anger
4995;i know that this pair of socks took about two months to make but i feel that was because yours truly was truly distracted by the strings as i like to call it;anger
4998;i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity;anger
5000;i liked the ending but i did feel like it was a little bit rushed;anger
5006;i couldnt help feeling a little envious of what treats the body power people might have in store for them demonstrations of super strength perfect specimens glistening with accentuating oil exercise gear to be seen in;anger
5010;i feel greedy about wanting to see this film series continue;anger
5011;i have to admit that i feel a little irate as well but its under control;anger
5012;i dont have a yeast infection in the vagina i could be feeling irritated by yeast due to my diet so i should stop eating lots of sugary foods if i can;anger
5013;i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now;anger
5016;i have swung between feeling resentful that others need me to feeling ashamed and angry that i am not more with it and able to be a better daughter sister friend citizen;anger
5020;i was years old at one time knowing my dad wasnt coming home and its the worst feeling i have ever felt and ive hated you since and it wont ever change;anger
5044;i just feel resentful and show my resentment by eating tempura and sundaes;anger
5052;i feel the cold more than him;anger
5054;i admittedly feel like crap and want to sleep all day and am so cranky i just want to yell at everyone;anger
5061;i remember feeling annoyed but also wondering if i shouldn t stop and buy something;anger
5065;i think i have made it known how i feel about cold weather we are not friends i am ready for winter to be finished please please be finished;anger
5110;i can assume they are not feeling the cold like i am their water is not frozen they have plenty of feed though they eschew this in favor of foraging and scratch;anger
5111;i feel like a total bitchy person today yay;anger
5113;i feel a little tortured and lost;anger
5122;at one of my close friends saying she didnt like the way i am nice to people i dont know;anger
5123;i would feel resentful toward patrick because i couldnt read avery her nightly books with just her and me;anger
5171;i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi;anger
5183;im feeling annoyed to add on i dont feel important or whatever shit anymore;anger
5184;i feel very annoyed with this kind of people who comment and try to be so philosophy on their religion;anger
5194;i feel fucked church of fuck luminaries swinelord are back with a deluxe r;anger
5205;i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied;anger
5210;a gigantic spider climbed over my face and what is more in my own flat;anger
5219;i don t really feel all that bothered by it to be honest;anger
5231;i guess you could say i am teeter totering right now on the edge and i feel like im dangerous;anger
5234;i no longer have that angst inside me the kind of yelping passion and feeling of being wronged or what have you that drove my initial connection to emo;anger
5238;i feel like if i was here long enough i would have my emotions back b c i could either be so stressed out by the people that i cant hide my emotions or that i would have my support back and feeling would be safe again esp without uw school work;anger
5254;i admit i was feeling agitated so when hubby asked me if i want to join them for a drink i agreed;anger
5259;i find myself feeling irritable or depleted i run through a mental checklist have i worked out;anger
5262;i was snapping at everybody and feeling very grumpy in general;anger
5265;i guess the mild pain had made me feel even more impatient to just get on with it;anger
5275;im down to blogging again simply because im feeling very distracted though im suppose to study cell bio now;anger
5276;i feel about this band perhaps i m too distracted by the hardcore dancers flailing around;anger
5292;i am going to feel annoyed with myself;anger
5304;i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear;anger
5309;i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it;anger
5310;i also hope you understand why i feel so angry with you when you dont support the hat rule or when you turn up at a school event sans hat yourself;anger
5318;im feeling pissed and sad right now;anger
5354;i feel blackburn will be a stubborn team against blackpool and holloway will want a positive reaction in this game even if they don get a result;anger
5370;i get another call from a frantic junior for my file and i obviously refused ta help her and now im feeling like i was too rude i mean i jz went like yeah sorry i just dont do that;anger
5371;i feel rebellious and think let them do so;anger
5373;i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it;anger
5395;i feel those feelings coming back all those hateful jealous paranoid feelings that used to torture me relentlessly;anger
5399;i guess that s where the phrase down in the dumps comes from try this think of something that is mildly upsetting for you some sort of negative emotion perhaps you were stuck in traffic or there was something on the news this morning that made you feel a bit grumpy;anger
5405;i feel though its pretty dangerous to to apply one strategy to match;anger
5418;i play it i have more different feelings around a cold grim back drop;anger
5429;i feel cranky and annoyed when i dont;anger
5432;i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it;anger
5435;i tend not to want to cook if i feel grumpy or tired or just stressed;anger
5436;i seek the presence of people of conscience and i feel around me the optimism of youth with its stubborn refusal to accept a fate forced upon it;anger
5441;i want to be to be worthy of them especially when i m feeling the sarcastic crone;anger
5445;i am just remembering it now and i should have told him it was birthday but i am such a selfish idiot and was feeling jealous of all the people who met nao;anger
5448;i feel so fucked up these days;anger
5452;i hate feeling so fucked up all the time because of this;anger
5464;i stand by that he is actually annoying giggle i also acknowledge that i have been feeling very dissatisfied;anger
5467;i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths;anger
5474;i have noticed that if i go with out i start to feel irritated at him or easily annoyed by the things he does i feel this tiny ache inside of me almost unnoticeable the first few days as if a tiny hair had burrowed its way into my foot;anger
5488;i feel insulted video pete edochie responds to death hoax i feel insulted a href http olajideolafunmbi;anger
5489;i feel like i ve been distracted all day or i ve been dealing more with fiddly necessities than actual creative work then i ll feel like the day s been wasted;anger
5502;i feel like everything is just so fucked;anger
5503;i shouldve stopped feeling envious she has her own life i knew it but its still so hard;anger
5509;i were to create a piece similar to this again i would improve on it by spending more time on the background as i feel i rushed this and it could have been more detailed;anger
5514;i bet you are feeling really mad and hurt;anger
5520;i feel distracted or scattered i take a few moments to close my eyes and just breathe;anger
5524;i was down feeling greedy and depressed;anger
5529;i mean weve been friends for a long time and these things are not new to me but right now it feels like all i ever want to do is just roll my eyes at everything you say and tell you how obnoxious youre being;anger
5540;i have a reminder of the joy and peace i feel in his arms i am tortured;anger
5547;i feel equally morally outraged regardless of whether its michigans or new yorks governor sleeping with prostitutes behind his wifes and daughters backs;anger
5556;i feel equally wronged;anger
5557;i still feel dissatisfied;anger
5559;i apologise in advance i m feeling somewhat angered and stressed and the following is just going to have to come out;anger
5562;i was feeling too agitated to read and it was too hot out to walk;anger
5565;i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more;anger
5577;i never knew it hurt his feelings i just thought he was being sarcastic in return;anger
5578;i feel annoyed but its because im afraid i wont be able to speak well just like them;anger
5579;i feel resentful about my education rel bookmark why i feel resentful about my education a class entry author href http liveagainsttheflow;anger
5587;i am not even italian but i feel outraged by the stupidity of ppl on this blog;anger
5592;i feel so mad i feel so angry i feel so callous so lost confused again i feel so cheap so used unfaithful let s start over let s start over let s start over;anger
5598;i feel like a distracted robot;anger
5613;i posted this lovely picture on instagram and was feeling slightly rebellious walking on that plane feeling;anger
5619;i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol;anger
5625;i guess she didnt feel the need to rescue her son from the vicious man eaters;anger
5627;im feeling very frustrated with my novel in progress right now and i cant even decide why;anger
5628;i did this especially feels strongly at the moment with gina who just died but had as fucked up as a family as you could ever imagine and wrote me letters during my misgivings and insecure times about how my love was enough;anger
5629;i almost feel hated by everyone;anger
5655;at a certain situation i felt myself neglected and undeservedly harmed;anger
5669;im feeling all kinds of conflicted about the bit with his rather violent reaction towards the paparazzi over that zq jcho cpine lunch;anger
5671;i also feel it can be rude to see your family doctor out and about and approach them together with your ailments;anger
5672;i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport;anger
5674;i am feeling so grumpy today;anger
5681;i am feeling rebellious which is often i suppose;anger
5689;i guess thats why i bought some black nail varnish cos i was feeling rebellious;anger
5692;i feel a little calmer im more irritable and impatient than before;anger
5694;i hope i did not make you feel greedy o shit i hope i did not make you feel greedy or whore like sniiiiifff honey i was just trying to make you feel loved and happy;anger
5699;im feeling a tad rebellious right now;anger
5704;i glanced out the window at the people strolling on the sidewalks carefree suddenly feeling envious of them for reasons i couldn t explain;anger
5706;i feel a bit dissatisfied with my current network;anger
5732;i feel like im not as stubborn;anger
5733;i could be feeling this way from the cold medicine ive been taking for this chest sinus cold;anger
5757;i walk away feeling dissatisfied like i ve waited for my caffeine hit only to get a decaf;anger
5762;i may not be completely sure on a lot of things but i am a very opinionated person and when i have opinions on something i feel very strongly about them and i can be very stubborn when it comes to them especially when it comes to politics;anger
5772;i didn t even feel cranky about it;anger
5774;i need to reflect on why i feel irritated;anger
5778;i was feeling angry and jealous and deceived;anger
5781;i know some people may cringe but when i feel something in me i have to say it and if you wanna get mad well get mad;anger
5784;i feel we are getting into dangerous territory when we simply ignore the parts of the constitution we don t want to follow or create extra constitutional bureaucracies;anger
5786;i am feeling resentful it is my choice and i can choose to do things differently next time or even change my choice now;anger
5798;getting a low grade on my physics midterm;anger
5815;i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought;anger
5818;i try explaining my feelings and someone dismisses them blindly i feel frustrated and disinterested in discussing my opinions because they cannot put themselves in my place and know what i have experienced by living there;anger
5850;i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island;anger
5862;i feel like i do for every one and the only one who does for me does it with an attitude and is aggravated to be asked;anger
5878;i do give up at times when i feel there s no point in a friendship when one cant be bothered;anger
5883;im feeling disgusted already but seriously though i dont really like to have my pictures taken cause ive always referred to myself as ugly;anger
5887;i went back to work feeling agitated and lazy which transformed into this state where i just yelled i dont know;anger
5899;im feeling rebellious amp ive missed the last couple of ffs on twitter so i thought id share two blogs that ive been loving recently;anger
5900;i feel more irritable and i feel more sensible now than ever;anger
5905;i resorted to yesterday the post peak day of illness when i was still housebound but feeling agitated and peckish for brew a href http pics;anger
5921;i want to tell him how i feel how disgusted i am that he can hurt my husband the way he does and then just laugh about it how he treats his grandchildren how he treated my husbands mum and just scream at him to stop being such a selfish bastard because the world does not revolve around him;anger
5926;i feel profoundly insulted by this anime how dumb does it think we are;anger
5930;i really don t feel all that bothered by the north london derby;anger
5941;i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart;anger
5959;i feel a bit more energized today and less grouchy;anger
5968;i know i shouldnt be reacting this way to it all but i cant help it and i feel terribly petty and horrid but this is the way im reacting and i have to deal with it;anger
5990;i can t even feel outraged by it;anger
5998;i don t feel stressed;anger
6014;i have to admit to feeling pretty envious of the commuters there a south african summer has got to be a tad more reliable than a british one;anger
6017;im sure she left feeling angry and unhappy but she also caused members of staff to feel angry aggressive and upset hurt as her final say was a personal attack to say we were awful individuals with bad attitudes;anger
6021;i feel that disdain from him when i acted as if id been wronged by him;anger
6029;i was feeling pretty cranky about it but when i called the garage door guy this morning he said that his scheduler wasnt in because her husband had a massive heart attack over the weekend hes okay so he couldnt give me a time the repairman will call before he comes;anger
6032;i want to wimp out on feeling outraged;anger
6036;i feel that the life issue and posts like this one will just be met with violent and angry rhetoric;anger
6046;i am posting about a past event where i am feeling like i should be insulted;anger
6048;i know this is not specific for me and almost everyone else has a similar experience but i still can t help but feel appalled;anger
6050;i start to feel agitated;anger
6053;im fine mary anne answered feeling a little impatient;anger
6057;i am feeling impatient in so many ways but i am equally aware that it is important to learn all i can while im in this season;anger
6066;i feel like todd is getting too stressed or tired with caleb i will take him because i dont want caleb to feel that frustration;anger
6069;i feel far too distracted to actually write anything of substance;anger
6076;im feeling really stressed at work too because theyre piling so much stuff for me to do and expect me to do all this creative stuff or decorate or make this;anger
6077;i say it when im stressed feeling bitchy when im slacking in the toilet or when i feel constipated;anger
6079;i did not care much about the number of viewers and the viewer ratings before but as the drama iris gained huge success i began to feel greedy about being successful;anger
6100;im most afraid of i already feel slightly out of place at cru because while most of them will say they are my friend very few of them bothered to reach out and ask how things were going in australia;anger
6119;i was feeling irate and extremely uncomfortable;anger
6122;i would feel a violent stab of loneliness;anger
6125;i feel so petty who one of my first colleagues had not nice things to say about when i first asked for any contacts for investment banks from before i arrived at this job;anger
6128;im feeling distracted and a little bit flighty;anger
6129;i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward;anger
6132;i would not knowingly wound the feelings of any not even one who may have wronged me but would seek to do him good and make him my friend;anger
6137;i wasnt going to post anything about his death because i made me feel mad and shitty;anger
6140;i feel like you didnt really care that alexis did that to me and you were irritated that i was even telling you;anger
6145;i suppose in some ways i should feel irritated that if she knew why didn t she do anything to help me with this lone cause i was feeling;anger
6159;i am also feeling a bit bitchy about the way things are when we have conversations and others are around;anger
6166;i need nine hours but it s true and if i get less even seven hours which is supposed to be the norm and which some people consider a lot i feel grumpy unhappy and seriously unmotivated;anger
6177;id start feeling resentful that i lived in a part of the country where the sun stubbornly refuses to show itself after the end of september;anger
6188;i feel so insulted because of a woman;anger
6196;i feel like the legality of our marriage is in tatters thanks to all the hateful lies and messaging from the prop campaign;anger
6211;i am feeling bitchy cross whatever;anger
6214;i began to feel bitter towards them;anger
6222;i feel like karen is being far too greedy pushy demanding on all fronts;anger
6225;i really thought i was because i liked what i was feeling when in all actuality i hated his personality;anger
6237;i feel sooo bitchy that i made out with devin;anger
6240;i feel like people think im just being selfish with my gender if that makes sense;anger
6241;i feel bitchy i guess;anger
6247;i had no idea i was giving off this vibe but i feel like this is a pretty dangerous vibe to be giving off all willy nilly;anger
6251;i talk about in this essay is that people feel differently about poetry when they re angry or sad;anger
6256;i also feel a little selfish when i get excited about hitting it off with our friends friends because it makes me feel victorious in our choices;anger
6261;i have an interest in a relationship with the person long term and an end goal in mind little spats here and there in which i feel i have been wronged are really of rather little consequence in the grand scheme of things;anger
6270;i wanted to say something to her but it was just a bad vibe and i was feeling hostile didnt think it was a good night to do so;anger
6281;i feel and im irritated by it;anger
6284;i swamp uncaring unfeeling fucked up apathetic humanbeings who wont pull their heads out of their asses long enough to turn around and look at me and say i see you;anger
6300;im feeling so pissed off now;anger
6305;i feel like im selfish;anger
6313;i was feeling irritated with the supposed guy who wasting my valuable time talking to a lady;anger
6315;i want to not feel angry because i haven t the right to feel that way;anger
6325;i feel incredibly slacking mrs greedy guts is still in desperate search for an unspoilt base on her career ladder;anger
6330;i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby;anger
6333;i feel the cold mostly in my arms and torso;anger
6335;i have a feeling i shall go mad;anger
6344;im in the car with my roommate and her family i feel like im being all rude because i have to call her and my dad so that my dad can give her directions and she keeps asking what she needs to bring;anger
6354;i feel annoyed by that girl;anger
6369;i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims;anger
6387;i feel spiteful toward him;anger
6390;i feel it is rude of me to ask;anger
6399;i feel hated by my parents;anger
6405;i still feel jealous of my friends when their moms talk politely with them;anger
6408;i don t know i just had this gut feeling and it just really bothered me he said;anger
6411;i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers;anger
6414;i surmise that after i have made myself sick one too many times on take out and sitcom re runs that i will come around again into feeling dissatisfied with a stationary life without much forward motion;anger
6416;i just feel like its rude;anger
6423;i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened;anger
6424;ive realized over the last few months that i generally tend to feel tremendously dissatisfied after having sex with him;anger
6425;i feel rather pissed off;anger
6439;i like to pray a decade whenever im feeling stressed or scared;anger
6443;i feel vicious and sleepy;anger
6446;i say that i feel like im hated;anger
6449;i haven t done it in a couple years and now i feel like i m at a place where i hated it when i was doing it but i wish i could do it again;anger
6451;i never want to be rude even when i feel someone has been rude to me and even then i don t want to i feel like i need to like if i don t crush the offender thoroughly i will be left in tears in front of everyone because i am so sensitive;anger
6459;i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this;anger
6487;i am feeling jealous i remind myself of this story and it keeps me on the path to better living;anger
6490;ive had my ass handed to me by murt and im starting to feel fucked but just a little;anger
6494;i stropped about for a bit feeling grumpy because i was missing out;anger
6501;i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started;anger
6507;ive had a long road of that initially feeling like i was being rude for turning down food that was made brought for me and sometimes eating stuff because it was gluten free and looked delicious even if it maybe wasnt what i felt good about eating some really mediocre wedding cake for example;anger
6508;i am sitting here typing this and wondering where i belong feeling distracted feeling comfortable feeling misunderstood and hurt;anger
6516;i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night;anger
6523;i feel like i am despised;anger
6531;i feel the weight of my single dom pulling me under like a dangerous rip tide that is relentlessly surrounding every inch of my body;anger
6532;i feel fucked;anger
6534;i feel rather stressed for the preparations for prom night;anger
6543;i remember as a child feeling totally scandalized and outraged when i found out that girls didnt play in the nfl;anger
6547;i feel angry im happy;anger
6554;i keep coming back to it but it feels awfully selfish of me to feel this low this negative when there are so many in far worse positions than i;anger
6556;i woke up today feeling pissed off;anger
6557;i wanted both but i feel greedy;anger
6558;i feel any team pretty dangerous in playoffs york left wing ruslan fedotenko notes said;anger
6563;i tend to stop breathing when i m feeling stressed;anger
6564;i seriously considered pulling the offer and i was feeling that we rushed into it all too quickly;anger
