;context;emotion
3211;i feel like im a horrible person and sometimes that im not even a good mother for the simple fact it happened and i dont know what to do;sadness
3218;im feeling groggy and horrid;sadness
3220;i feel lousy pain in my leg and foot falling back pain my guts were a mess around easter;sadness
3223;i would give you ample reasons to feel ashamed;sadness
3235;im feel alone and i dont know how to cope;sadness
3237;i spent a lot of time earlier this year feeling stressed out about capacity and resistant to stretching it because it felt like stretching me;sadness
3239;i feel disturbed betrayed untrustworthy slightly disagreeable;sadness
3243;im alternating between felling optimistic and feeling doomed;sadness
3244;ive listened enough to all you people and i just go back to my old ways by taking your advice then in the end i just feel discontent with myself because i cant change my ways that i give up before its over;sadness
3245;i feel inside cause life is like a game sometimes then you came around me the walls just disappeared nothing to surround me and keep me from my fears im unprotected see how ive opened up oh youve made me trust cause ive never felt like this before im naked around you does it show;sadness
3246;i always seem to feel im running on empty;sadness
3251;i go to sleep as soon as my head hits the pillow i sleep deeply all night and i wake up feeling a lot less lethargic then usual;sadness
3252;i feel troubled over;sadness
3257;i feel my bones silently aching from the knuckles spreading to my uneven nails in oscillating patterns;sadness
3264;i still have not received any letter from moe and i admit that im starting to feel slightly troubled about it;sadness
3266;i feel dirty because i didn t like jane eyre and i just bigged it up in context yes but still;sadness
3268;i didnt use to feel embarrassed walking by people in it at the pool;sadness
3269;i feel lethargic instead which is almost worse;sadness
3270;i cant help but feel like im doing something dirty;sadness
3272;i mean post and i feel rotten abou;sadness
3274;i feel like perhaps as soon as i grabbed onto him i should have followed him out and beaten him up;sadness
3283;i seriously feel like im becoming more and more boring everyday;sadness
3286;i expect and hope the greater id feel disappointed;sadness
3294;i feel this way is probably because i am dumb and i try my hardest to cover it up by reading lots and lots of books or you know becoming a doctor;sadness
3296;i feel lethargic and i find no more reason to move not even a full bladder threatening to burst;sadness
3297;i tried to write it off as normal and ignored all feelings throwing myself into a very unsuccessful relationship with a boy when i was about;sadness
3298;i have to try and adjust to not overdoing it and feeling kind of useless and frustrated with the physical limitations;sadness
3299;i am struck down by the disease i feel as if i am a fake a person who could not live his truth;sadness
3303;i do feel slightly ungrateful about it but i can only spend so much time with them before going mad;sadness
3307;i wasnt mad at him i was mad at j for making me feel unimportant;sadness
3310;i had a feeling i was doomed when i discovered i liked doing pap smears on family medicine;sadness
3316;i feel gloomy upset whatever negative emotions i take a look at my colorful paint pots and it will instantly lift up my mood;sadness
3321;i have a constitution for also not feeling deprived lucky me;sadness
3325;i left feeling pretty disappointed in my casting skills;sadness
3335;i was beginning to feel almost jaded by backpacking i guess the endless bouncing around a title comfort v cash my backpacker struggle with overland travel href http www;sadness
3336;i just feel so depressed and i don t know what would make me happy;sadness
3337;im feeling kind of dumb admitting i was gloating over the fact that i had her now;sadness
3345;i have a rough day every now and then where i feel exhausted all day no matter how much sleep i get and then im good for a week or so;sadness
3346;i feel the other person is unimportant but it is my interpretation see the trend that i have been misunderstood and that instead of wasting time hence the impatience part having them explain what i feel is already a misunderstanding i try to reexplain my intent;sadness
3351;i won t even go in stores because i feel so unwelcome;sadness
3353;i could before the actual thing and then if i still couldn t figure out if i d feel embarrassed not knowing how to get in line or how to get a drink or where to park my car or whatever i just wouldn t go;sadness
3354;i am able to say with acuity that feeling exhausted is not normal for anyone;sadness
3357;i tells him not to feel troubled over her;sadness
3358;i feel like an emotional train wreck;sadness
3362;i have to deal with the fact that society wants everyone to feel like they re in fake love for a couple of days and then we can all forget what emotions are;sadness
3363;i get bored i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything can happen in this world for an ordinary girl a class profile link href http www;sadness
3364;i saw the pair of them walk out of the gates i couldnt help it the months of suppressed feelings of not being homesick came out for a few seconds anyways;sadness
3366;i said look your moving to fast i am at the point in my life where i feel like a victimized child a child that needs to talk and get things out;sadness
3369;i get that feeling that my life has been a miserable waste happens less and less as i get older btw ill look at this playlist page of comments and remember;sadness
3370;i suppose because everyone elses problems are generally much worse than mine so i feel idiotic for not just learning to deal with everything myself;sadness
3382;i feel totally lame but i have no idea what to blog about today;sadness
3386;i feel like hiding to prevent others from exposure to my decidedly unpleasant expression of anti christmas cheer or the bah humbugs as i like to call it;sadness
3388;i like the brush a lot but since returning from spain sob and the release of real techniques i started using the expert face brush for my liquid foundation and the sephora mineral powder brush sat at the back of my collection feeling unloved;sadness
3389;i feel like i have been screaming at a blank and very solid wall;sadness
3400;i am quite perplexed by liam i m trying to figure out if he s always been submissive or does he feel he needs to be submissive to mark and johnny;sadness
3401;i would not feel so all alone everybody must get stoned;sadness
3405;i feel very unwelcome and unwanted everywhere;sadness
3411;i feel like that enables her rotten ass even more but i am at a total;sadness
3412;i havent been like that lately and i am seriously feeling depressed about it;sadness
3414;i feel ashamed oh how romantic;sadness
3415;i have been feeling especially emotional for some reason;sadness
3419;i feel terrible no one want to listen to me either;sadness
3420;i still likeguy and i still feel guilty;sadness
3421;i feel if it aint broke why fix it;sadness
3422;im sorry for how bad i hurt your feelings that make you feel unloved and alone feeling afraid to love and trust again;sadness
3425;i don t feel that i am being punished for hidden sin in my life;sadness
3426;i would feel so devastated that every channel i click on the the tv was another sport event or maybe the same sport event but in different language;sadness
3430;i do that i d feel regretful;sadness
3431;i feel we need to bear in mind though is that there are low cost resort rooms in europe and england if we look;sadness
3433;i feel so pathetic that i stoop down to that level but i really really just want to be happy with whatever i have;sadness
3434;im feeling a little less jaded;sadness
3435;i am sick of you feeling sad and upset so lets do angry because angry i can handle;sadness
3439;i may feel stress unhappy;sadness
3440;i was reluctant but hey i was feeling so lousy i had nothing to lose;sadness
3442;i get the pre birthday blues when i spend or weeks feeling slightly melancholy because of all the things i havent done while my life whizzes by;sadness
3443;i feel like i have to start taking it more seriously but i m already exhausted;sadness
3444;i was ashamed of my family and i was ashamed of myself for feeling ashamed;sadness
3445;i love winter so maybe i should be happy but i cant i feel gloomy and depressed;sadness
3453;i feel helpless powerless and out of control;sadness
3456;i started to feel melancholy and uncertain and really missing my son;sadness
3458;i was driving back i was having a moment of missing new orleans and feeling really sad when it just hit me that i was able to go visit them for the night on a whim and i felt such a peace;sadness
3462;i cant help but feel helpless and overwhelmed by the mistakes ive made;sadness
3463;i feel it like a dull ache;sadness
3465;i start feeling really lousy but figure it was pregnancy stuff;sadness
3466;i feel whiney at the moment;sadness
3473;i have a collar complete with padlock at the back that i wear when im feeling submissive;sadness
3474;i felt empowered telling him how it had affected me how i had come close to suicide because of the severe distress it had caused me to continue to feel long after the unpleasant encounter where what i felt was disregarded completely;sadness
3476;i admits to feeling remorseful after her outbursts width height;sadness
3479;i did not know was that she was of the damned and that she had had centuries to hone the very words she wielded against me with their razor edge in hindsight i cannot help but feel resigned to the fate that inevitably followed for i was helpless to withstand her;sadness
3481;i feel depressed moody and just lethargic and tired;sadness
3484;i feel so damaged in that i cannot speak;sadness
3489;i don t feel unwelcome there;sadness
3491;i no longer feel disadvantaged by my ethnicity and the fact that the majority of gay men are racist and dont wanna date asians;sadness
3492;i do not want to feel regretful because i did not stop you from smoking before so much damage was done;sadness
3494;i only want to write here when i am feeling unhappy;sadness
3495;i feel low and lost and lonely on a grey day;sadness
3502;i feel sorry for the employees but if this is the way applebees ceo behaves its best if the chain is starved to death by caring consumers;sadness
3503;im feeling depressed anxious and despondent thats all i seem to want to do;sadness
3505;i feel like this week these photos are kind of boring and uninspiring;sadness
3512;ive been feeling a bit discontent with my music for a while now;sadness
3513;im confident a lot of people who feel that zimmerman should be punished;sadness
3522;im feeling a but of melancholy today a bit of sadness but i also feel that the sadness is ok;sadness
3527;i can tell you exactly what is wrong at this very moment this very second i grieve for my son i miss my son i feel as though i am being punished and living in a hell at times;sadness
3528;i kept my heart open and exposed while watching the news every night i would most likely never recover from the rush of helpless and hopeless feelings created by all the tragic stories;sadness
3531;i feel our children are caught up in these unfortunate situations by no fault of their own and they so deserve to have a voice and someone to be there just for them and their best interests;sadness
3533;i feel inadequate in those moments as a momma;sadness
3536;i am not going to get into saturday night all im going to say is i once again went home sat with billy for a bit then went to bed feeling alone wasted not in the good way and abandoned;sadness
3541;i literally fell on my knees during one episode which feels so pathetic;sadness
3542;i feel alone so marginalized by my wacky core beliefs that are shared by a tiny percentage of the u;sadness
3545;i have tryed different ways for people to notice me but i feel fake doing them because none of it is myself;sadness
3546;i feel low not coz of the situations distance or the person but its that one thing that hurts you and makes you feel responsible for what i have done to myself;sadness
3547;i feel guilty for not having made any blog entries for months;sadness
3549;i feel as though i have a blank canvas and can pick any theme i want;sadness
3552;i honestly feel so unhappy with everything in my life and it isnt simple enough for me to be able to change these things that are making me feel so unhappy with a click of the finger;sadness
3562;i am feeling melancholy i ll embrace it and listen to some slow downtempo melancholic pop;sadness
3567;i came to this realization that i was often feeling blamed or being blamed for things that were utterly outside of my control;sadness
3568;i have been feeling so bad that he has to be coherent and deal with teenagers all week;sadness
3572;i hate the feeling of being disliked and it seems as though its very common for me;sadness
3573;i feel miserable after my break up self;sadness
3584;i can t be with her in portland and i feel fairly useless here in strasbourg;sadness
3588;i feel disturbed and sad;sadness
3592;i drove back to the beach staring at the thing on the seat beside me feeling very depressed;sadness
3596;ive left my job i feel a lot less stressed in general and i had a really good time just observing how much the kids enjoy the process of creating something new;sadness
3604;im tired feeling crappy hungry and still dealing with ridding my house of the smell of vomit;sadness
3612;i feel so shitty right now i just arugh;sadness
3613;i feel so abused and taken advantage of;sadness
3615;im feeling ugly lately;sadness
3616;i could clearly feel my adomen muscles contract everytime i cough like some adomen exercise haha and im aching from it now sigh;sadness
3619;im sad for the kids whose mother is obese depressed and feeling hopeless because of her health;sadness
3623;i thought he was going to say no but he just put on what i call his smacked puppy face and that always makes me feel rotten;sadness
3626;i remember reading red seas under red skies and feeling a bit disappointed;sadness
3628;i feel utterly exhausted and unable to function;sadness
3631;i really would feel terrible if i didnt let certain people know;sadness
3632;i feel shamed hes not here;sadness
3634;im freaking out worried feeling rejected;sadness
3641;im not the only one that feels this discomfort and discontent in general as evidenced by matt from muse quoted here talking about their album if you look at those protests in france the size and level of protest doesnt really relate to what theyre protesting about;sadness
3642;i say nothing then i my feelings are hurt i feel uncomfortable and direspected;sadness
3643;i do feel alittle submissive it isnt the same;sadness
3650;i feel traumatised and pained;sadness
3652;i get the feeling youve been punished enough;sadness
3655;i know we often feel like we dont know what books to use during our lessons and sometimes find the provided leveled readers to be boring;sadness
3656;i feel that the music is kinda boring;sadness
3664;i would be feeling miserable today;sadness
3670;i feel so empty and cold inside;sadness
3673;i feel depressed to the point of developing high fever at least once a week;sadness
3675;i had been feeling extremely troubled and still am so the note was welcome as roy has a philosophy of life that is very salutary and calming;sadness
3677;im feeling listless i like to go back to this music and remember the time i fell in love with it;sadness
3682;i feel really inadequate and i just wish i had enough brains to atleast pretend to know what i was doing;sadness
3684;i feel always a tad bit more troubled at the conclusion with the days due to the fact i really often desire to hit my personal sales aim at the office;sadness
3688;i stayed under the freezing stream maybe a few minutes longer than i would have otherwise enjoying the feeling of water over my abused body;sadness
3690;i woke up later in the morning it was clear that she was feeling pretty lousy and luckily our normal vet had an appointment available later that morning;sadness
3692;i am a bit of a romantic so i really feel like we missed out on those things this time but i would not trade the family time we spent together;sadness
3693;i feel really lethargic today and just cant be bothered with much;sadness
3695;i feel hopeless i cannot cope;sadness
3698;i ached so bad the bones in my toes hurt to walk and i swear i could feel my liver aching;sadness
3701;i feel like i know i m troubled and that s why i give myself an excuse;sadness
3709;i feel a discontent an almost constant pull to travel need for an adventure to find my purpose and loneliness;sadness
3716;i didnt want to be lazy or feel groggy so i just kept drinking red bull;sadness
3717;im simply feeling just a little unhappy about the whole skinnyg and even the charming customer provider hasnt made that go away;sadness
3722;i feel like there isnt any dirty oil left on my skin after using this to clog my pores or make my skin oily towards the end of the day;sadness
3725;i look into the news especially at these unsettling times sometimes i just feel so burdened to pray and cry out to god for the nations;sadness
3727;i really feel rotten and my ear hurts so bad but i still managed to work out days and really push the intensity;sadness
3734;i get so irritated with the fact that i am a feeling emotional person but can t cope with feelings of rejection;sadness
3737;i can t justify i get a little annoyed when non diabetics say they have low blood sugar because i imagine their low blood sugars don t feel as terrible as mine do;sadness
3740;i feel pathetic and i want to push myself but the idea of chicken mince wheat free pasta rice spelt bread and fruit sorbet is quite scary;sadness
3764;i feel so blank and then like im going to explode;sadness
3769;i dont like chiharu see episode i feel that see is ungrateful and blind;sadness
3771;i was feeling particularly beaten up by istanbul and homesickish i passed a burger king and the door opened and the smell hit me full in the face and suddenly i was in snowpea my white nissan stanza in the drive thru of the burger king on rt;sadness
3776;i feel utterly devastated that she must go through this and do so alone;sadness
3786;i really have nothing to talk about i m just feeling so damn antsy and needy and lonely;sadness
3787;i feel that sometimes my lessons are too boring to post here buuuuuut i have a dear friend rach who is a new sunday school teacher and wanting to see what ive been doing so ill still post my lessons up here;sadness
3792;i started to feel discouraged;sadness
3797;i feel so useless in this;sadness
3800;i feel foolish and desperate almost for feeling so strongly about this;sadness
3802;i feel troubled lord and i honestly don t know why;sadness
3803;i can peruse a few pages before i feel that dull headache building at the base of my skull and by that point i m kicking myself for bringing on a dreaded case of car sickness;sadness
3805;i can only feel sorry for us that the relationship didnt work out;sadness
3806;i want to express my feeling i dont know how to start it but seriously i feel so miserable right now love or friend;sadness
3808;id begun to feel empty and this was after having had several juices and lots of water water will only make you feel full for so long but it was quite good at rinsing out from my pie hole the putrid flavors id forced upon myself;sadness
3811;i watch movies set in the s and s i feel pangs of melancholy;sadness
3812;i feel like i am going to throw up or something i hated that site soooo much;sadness
3815;i feel and bruise my how was anybody to be punished;sadness
3816;i woke up even more tired than the night before and feeling groggy;sadness
3818;i feel these kinds of emotional urges i try to identify their intellectual roots so i can understand them better;sadness
3821;i realized that it s those goddamn fat ass greedy son of a bitches that made me feel so humiliated so alone and so ugly;sadness
3827;i feel i m being punished for too many thoughtless years of assuming that the trappings of success were earned and not given;sadness
3828;i feel like i have to dumb myself down in order to communicate effectively;sadness
3832;im tired of feeling troubled stressed up feeling down and falling sick;sadness
3835;i feel bad about being depressed because theres still a part of me that wants to believe that i can think my way out of this then i feel bad about wanting to starve so i do the opposite;sadness
3836;i feel like im worthless;sadness
3840;after receiving the grade on the paper mentioned in fear;sadness
3843;i could elaborate how ww is a plan that gives you freedom and boundaries without feeling deprived and how finding your nitche in moving and sweating makes all the difference or the nuts of bolts of the day in and day out choices my story my struggle goes deep into the core;sadness
3844;i imagine how would it feel to hold you nothing perverse just to know you to feel the heat of your breathe moving through me your feet tangled with mine;sadness
3848;i am already feeling heartbroken and alone again;sadness
3857;i went miles and it wasnt that i felt tired but i noticed that my bottom parts or the front of my pelvic bone was feeling numb and sore;sadness
3863;i have gained lbs back and i feel terrible about it;sadness
3864;i dont say anything because i dont want to cause a fuss and i hate it when people feel sorry for me;sadness
3866;i feel really listless right now;sadness
3867;i feel pathetic at times because;sadness
3868;i feel very discontent right now;sadness
3869;i learned what its truely like to feel and be submissive;sadness
3870;i feel pathetic because i feel like you never once called me your bestfriend and i just continued to call you my bff and i just get treated like a friend;sadness
3872;i just wanted to write this post because i m sure like myself there are many of us struggling with the same problem feeling deprived and isolated on such a restricted program but i hope you realize that you are doing it to yourself and you don t have to feel that way at all;sadness
3875;i feel something about physically seeing your problems where the hurt stems from seems to be very therapeutic;sadness
3887;i feel as i did when i was troubled easily agitated and indecisive;sadness
3888;i have a feeling his sex phobia is the result of his having been sexually abused by his sister when he was a child;sadness
3890;i tend to feel too empathtic and too remorseful and guilty even about shit i am not a part of;sadness
3891;i started to feel some dull cramps that lasted for about two hours i thought maybe the babies didnt like mexican which is cray cray because its my favorite;sadness
3894;i think she is pretty sure she is not the victim then feel really unfortunate to bobo if she is really pregnant;sadness
3897;i feel so bad to have slacked of on my health but now i need to make the time;sadness
3899;i can totally sympathize with everyone here who doesn t speak native english as i feel like a brain damaged five year old whenever i try to speak japanese for any length of time;sadness
3905;i quite often get up feeling groggy but after meditating and having a fresh juice i feel as good as new;sadness
3910;i learned my lesson and would never repeat my mistake i ve seen real child abuse and still do not feel that i abused my child;sadness
3913;i feel like i cant handle this deployment or that i am miserable;sadness
3914;i feel so beaten down by the constant anxiety and frustration of looking for word and being constantly disappointed;sadness
3927;i see jacque i feel extremely guilty because she still hasn t forgiven me;sadness
3930;i have come off conquerer others i feel i have missed the mark or perhaps the lesson that i was suppose to learn;sadness
3940;i did not feel disappointed with the performance here;sadness
3946;i mention this seemingly obvious little tidbit is that either many of my friends have an innate inability to understand this or they feel hurt and neglected because of it;sadness
3948;i feel so alone and im just going out of my mind;sadness
3962;im overreacting or perhaps the feeling i felt was just an amplified reaction to the way she has ignored almost everything ive said in class or the stupid smile and her tone she has been using in those rare cases she hasnt ignored me;sadness
3963;i should just leave him be so he could go on his merry way and so i could stop feeling like i was just unimportant to him now;sadness
3966;i tend to feel humiliated when criticized;sadness
3970;i will feel the sadness when i am more troubled;sadness
3974;i got home feeling miserable at my lack of shopping skillzz i remembered the bag of un opened un used make up sitting in my bedroom that i forgot all about;sadness
3975;i honestly feel that im being ignored and left alone;sadness
3976;i guess a lot of her is pretty high even though i can feel her hiccups and im guessing hand and arm movement low;sadness
3979;i am now feeling the onset of an unpleasant sort of tourist panic;sadness
3981;i feel drastically inadequate for the needs i feel swirling around me;sadness
3983;i come home feeling drained and paralysed and when i try to study my brain just shuts down and ill end up snoring away on my bed and visiting dreamland;sadness
3993;i always feel humiliated;sadness
3999;i feel so doomed all the time;sadness
4001;i feel so foolish i admitted;sadness
4004;i guess she has opened up and known him longer but i cant help feeling a little ignored;sadness
4006;i feel so neglectful of my new followers but all i care about is that it s cat stevens b day;sadness
4007;i am tired of feeling awful;sadness
4009;i hate when i feel stupid because i dont know these things already;sadness
4020;i was able to identify the speed in which f could get work done without feeling burdened by the work load;sadness
4022;i feel like its an excuse for being boring as an individual or lack of confidence in your individuality;sadness
4024;i feel a little abused about this whole situation;sadness
4026;im feeling so emotional today;sadness
4027;i feel remorseful for my fellow teachers having to go back to work tomorrow;sadness
4028;i don t feel victimized;sadness
4029;i do not feel bad about it;sadness
4030;i had to be transgender and this very brainwashing attempt is now making me feel so horrible as though im trying to deceive physicians here in germany into believing that i am intersex;sadness
4035;i was going to feel worthless around skinny people while i m humungous;sadness
4041;i feel awkward around them rather then loved i can feel them not wanting to be near me so i let them go i no longer ask for hugs or for comfort;sadness
4045;i was feeling lethargic hahaha;sadness
4048;im feeling terrible i couldnt feel worse;sadness
4056;i feel homesick near to the end of the last week in thailand;sadness
4057;i even feel punished lately it s really not like that;sadness
4061;i secretly feel unimportant anyways and as such find people to disrespect me which might explain why i lend this doucher my time my energy and my body and let his needs get met b my own;sadness
4062;i am in true victim style feeling shamed for being me for having ptsd for going to them in good faith and then the symptoms of my trauma showing itself;sadness
4065;i pray for those who are feeling unloved and lonely;sadness
4068;i would feel myself being a little bit repressed in my creativity and ideas would not come to me as easily;sadness
4079;i woke up feeling more discouraged than i had in a very long time;sadness
4081;i feel so hated by the man that is suppous to love me forever and ever;sadness
4082;ive been feeling an awful lot lately;sadness
4084;i do a hobble to the bike rack with one bike shoe on and barefoot on the other side feeling a bit foolish but not too worried;sadness
4086;i often feel this is a very unfortunate flaw that i possess;sadness
4089;i feeling so miserable when actually my mum should be the one feeling miserable;sadness
4091;i feel useless and worthless;sadness
4098;i have been feeling generally disheartened by my continually plummeting tots score despite the fact that my stats are improving so much;sadness
4106;i feel like a blank canvas i have no clue what i am doing right now;sadness
4110;when i was years old my father travelled very much for his work he passed three months away from home;sadness
4112;i feel i might have been too gloomy about it;sadness
4117;i feel extremely lost right now;sadness
4119;i still miss him and feel rather weepy today;sadness
4124;i always feel awkward;sadness
4125;im feeling kinda homesick;sadness
4127;i stayed for a short while but feeling like he didnt need me anymore and having my own emotional drainage to work through i decided i needed to go home;sadness
4128;i returned not feeling rejuvenated but exhausted;sadness
4131;i really have no reason to feel gloomy except for the fact that weve tried many things that should have worked and did not;sadness
4145;i have found both in my own life and from coaching hundreds of people during the past years that one of the main things that makes it hard for us to make good decisions is our feelings especially the unpleasant ones such as sadness rejection fear etc;sadness
4146;i feel so empty idk i came home early from school;sadness
4147;i feel weepy already;sadness
4152;i feel even more regretful that i didnt get to go to her senior presentation;sadness
4162;ill explain below two simple techniques you can use to almost instantly feel relief from that aching pain;sadness
4164;i remember feeling humiliated because of the people in the front seat of the car;sadness
4166;i have for myself even when i m feeling crappy;sadness
4168;i have wonderful family who are constantly on the lookout for me make phone calls for me do pr for me but i feel helpless and folks i am a doer so i always feel like if i cant help myself then;sadness
4170;im getting ready and feeling stressed in general all take a toll on my milk supply and im not producing as much;sadness
4177;i feel shamed and insulted;sadness
4178;i was really feeling crappy even after my awesome week of workouts;sadness
4179;i feel a little dull;sadness
4180;im feeling a bit weepy today;sadness
4184;i find interesting is how this supplement when used without going to the gym makes me feel liteheaded and listless and sick to the stomach but when i go to the gym and purpose to focus and pound it illicits the most incredible feeling of laser focused perserverence;sadness
4188;i feel a little discouraged here;sadness
4193;i do have good days and bad days but the bad days are awful resulting in constant trips to the bathroom a lot of pain bloat and discomfort lots of blood and just feeling completely exhausted and rundown;sadness
4194;i feel so pained to see students on a school trip;sadness
4195;i feel defeated and low;sadness
4196;im so tired i feel weepy;sadness
4197;i duno i feel as if im doomed for ther rest of mi life;sadness
4200;i can spill my feelings to and tell every pathetic detail of my life;sadness
4202;i refuse to feel guilty;sadness
4203;i am feeling a little sorry for myself and worse for him;sadness
4204;i was an outsider and i never felt part as i was new that made me feel disheartened;sadness
4205;i lost a very dear friend in the maschke family who now wants nothing to do with me because they feel that i am unsavory or mean or cruel;sadness
4209;for the loss of a close friend or relative;sadness
4214;i seem to see the five years after the chinese pavilion which is the content of the exhibition on immigration but to see the plateau province in this country is treated as one country so i feel very unhappy and i think this is a national tourist attraction they point then why not prudent;sadness
4215;i feel horrible most of the time;sadness
4226;i feel as defeated as i did today i wonder if im doing this parenting thing all wrong;sadness
4227;i began to feel unimportant misunderstood the odd one out;sadness
4228;i feel listless and completely unmotivated to do anything but i will bake some almond poppy seed bread and make a pot of chicken noodle soup in an effort to be less than useless today;sadness
4237;ive been feeling so jaded;sadness
4242;i am feeling very inadequate about how to share my feelings and of how to write this blog post but i am going to give it a go and hope that it makes sense;sadness
4243;i already feel sleep deprived and short on time but if i really want to become a person that i can be proud of i need to start investing and stop paying the minimum amount on my credit card;sadness
4249;i feel resigned right now;sadness
4252;i feel like a bit of a turd that my body instantly rejected the lemonade;sadness
4257;i realised how sick i was of working and feeling and being alone;sadness
4259;i start to feel ugly unloved poor and unhappy;sadness
4261;i have always wanted ice cream when i feel lousy;sadness
4264;i can feel the strokes getting harder and faster as i try in vain to find that release;sadness
4272;i have no idea why am i feeling so aching when i am just thinking about it and the day have not come yet;sadness
4275;i feel like your child is worthless even though they passed the assessments better than anyone who applied with a college education;sadness
4279;i feel like i am doomed for the rest of my life;sadness
4282;i am made to feel useless;sadness
4285;i feel unhappy it is no help for me that other persons say that i am happy how much truth there may be in it;sadness
4286;i feel so numb that i wonder whether im still human;sadness
4292;i feel totally exhausted and over tired;sadness
4293;i want to stop feeling so worthless;sadness
4294;i hope that by telling them ill find out more about who i am how i got to this place in time and not feel so lost and alone;sadness
4296;im feeling a little bit melancholy tonight;sadness
4301;i feel so horrible that you had to go through all that just because you grew up a little earlier than your friends;sadness
4302;i feel so useless to her because the help i want to give her is the kind she doesnt believe in and doesnt want;sadness
4305;i feel in my heart and how much im hurt;sadness
4307;i would take days that i would feel low tuck them away and ignore it rather than sitting in it like i had learned to do in the past to get through these moments;sadness
4308;i hate struggling to enjoy life but at the same time i feel guilty when i do;sadness
4311;i was feeling beaten up by life yesterday you see i am in love with a schizofrenic man who i had to kick out of my house for having boisterous fights with himself;sadness
4316;i feel so unimportant which im probably am;sadness
4320;i quite like to do it standing on public transport or busy places when you often feel your space being invaded which can make you feel stressed;sadness
4325;i feel like im being punished if i have to sit facing the wall;sadness
4328;i am starting to feel a bit disheartened with my progress on my physical tbr there are still boxes of books next to my bed and they are not going away as fast as i want them to;sadness
4340;i woke up at around am or am the next day crunched at the bed because i was feeling a terrible headache so painful i was awaken from my sleep;sadness
4346;i feel so regretful not going but;sadness
4351;i walked away from them feeling discouraged about how technology seems to have replaced relationships in so many ways lately and what did i do;sadness
4355;i mean think about how that would feel that would be stupid embarrassing;sadness
4358;ive definitely been feeling low this past week because ive been sick ever since bfd but im determined to get my health back;sadness
4361;i walked away feeling a little dismayed but ive got a mission to carry out now;sadness
4364;im feeling more stressed;sadness
4369;i feel sorry for the rest of us in second life who understand that without more support for first time users our world will continue on its slow death spiral;sadness
4371;i really think each and every person can begin to sympathise with bernards character on which ever level this might be just because its part of being human to experience self doubt and feel worthless and ultimately unnecessary without purpose;sadness
4373;i feel like i am in ludicrous speed;sadness
4375;i forgot to feel sentimental about my line being pulled;sadness
4382;i feel left alone;sadness
4384;i feel lonely i remember my moms saying;sadness
4387;i do feel a little needy;sadness
4395;i feel lonely so unbearably crushingly lonely you are not the only one a href http creativeliar;sadness
4399;i shall have to stay feeling neglectful of all things art related;sadness
4400;i also find that during those times when i feel victimized by his loss i dont feel him near me at all;sadness
4401;i feel like everything i do i will make a mistake and i will be punished;sadness
4409;i woke up this morning feeling like the unfortunate drain cover that a href http www;sadness
4413;i should feel awful about the nonexistence of gods;sadness
4415;i miss them like crazy every time i think about them i feel a sense of melancholy a fervent yearning to see them to be by their side to know how they are doing;sadness
4419;i feel like ive been kinda listless;sadness
4422;i feel lethargic and do not really look forward to anything or take joy in anything and i kinda felt like that last night;sadness
4424;i think about it with the anticipation i was feeling yesterday its kind of a miracle that i didnt like fake an injury or something just to be able to go to the hospital to see them;sadness
4427;i feel very deprived i feel like i did so many things right amp so many things just went wrong;sadness
4428;i also feel useless and unfulfilled;sadness
4432;i have to admit that while the story itself was interesting in their portrayal of the well known biblical story i came away feeling a little disappointed with the end result especially considering the names involved;sadness
4434;i reflect back on all the beer i drank i feel shamed;sadness
4435;i am not feeling shitty about life anymore;sadness
4436;i feel when ever i listen to the msm main stream media deprived;sadness
4438;i sent her was pretty long and now i feel a little embarrassed looking back at the letter i gave her;sadness
4442;i know that i shouldnt have run around with his dirty socks on a stick like a flag for our friends to see no matter how angry or hurt i was feeling about the dirty laundry that he left me;sadness
4443;i feel shitty because she quit a job to come here but there is only so much hand holding and training that i am willing to do;sadness
4446;i feel like a divorcee we were together so long and our separation was so messy;sadness
4449;i personally feel they are doomed to finish dead last in the nl central without this key cog to any championship team;sadness
4452;i have been a procrastinator i have endless potential and passion inside yet im stuck in the cage of my own soul the unresolved feelings hurt resentment that i hold inside has built up even do i try to build myself back up again;sadness
4457;i really only get inspired to write on this blog when im feeling shitty about life and i guess september being my birth month and all was pretty great;sadness
4465;i hate feeling dumb i hate people who make me feel dumb or like i am being a baby;sadness
4466;i know that i should feel some sort of melancholy but i don t;sadness
4472;i worry theyll feel rejected or take my chosen plans as an insult;sadness
4478;i often feel disillusioned but i look upon it as a test of will and a test of character;sadness
4481;i flipped out at guys i feel terrible today i flipped out at guys i feel terrible a href http www;sadness
4485;i have hurt so much and been told to stop so much that i suppose it all leaked into my brain and now i feel guilty when i hurt;sadness
4487;i sit around and i feel disillusioned with school;sadness
4499;i feel i am wrongly punished or that my misbehavior was unavoidable i am allowed to argue over whether or not i should be punished or how severely;sadness
4505;im tired of feeling so lethargic;sadness
4506;i think you would all agree that feeling your toes and fingers go numb is perhaps one of the most unpleasant feelings ever;sadness
4507;i really feel disturbed over all this mayhem as i have been to this heavenly vale twice and personally know all the ground realities;sadness
4508;i feel like a lame bum bum in the sense of a behind not in the sense of a transient because i haven t been keeping up with others blogs;sadness
4510;i still go out sometimes but when i do i come home and cry i can feel how people look at me they know i am worthless too;sadness
