;context;emotion
3785;i feel helpless;fear
3790;i know i probably shouldnt write with that sort of angry passion here on the blog but i never want to feel inhibited on what i can and cannot post;fear
3791;i feel like i am the only one trying to accomplish everything especially the balance in our extremely distressed world;fear
3796;i feel scared to use headphones;fear
3807;i feel distraught worried panicked sick scared sad;fear
3830;i guess i am just feeling slightly shaken at this sudden news;fear
3847;i was just yesterday feeling uncomfortable with highschool sigh;fear
3852;i love how i can feel totally distressed and hopeless but when i put on a bright eyes record or something all of a sudden i have this realization that there is more to life than the shit i worry about;fear
3853;i was abruptly reminded of why i was feeling so agitated in la;fear
3859;i also like to share my happiness by spreading a smile at work sometimes i feel like the people i work for are a bit uptight so its nice to add some chatter to lighten the mood;fear
3880;i have this feeling of security about the characters i want to do if someone else gets the role i am afraid they will not do well;fear
3893;i am at work today in my new job still feels really strange tbh but i m sure i ll soon settle in;fear
3902;i have just had such a crappy week that i am still feeling all agitated and like the day wasn t what i wanted;fear
3904;i acknowledge that i am not actually fat by definition but feeling uncomfortable in my skin;fear
3918;i confess to feeling a bit nervous now though there are some very talented people in the group;fear
3921;i am simply to realize that master homis knows best and if he feels there is too much going on he will step in and help with some tasks that i perform and i am not to become distressed about this;fear
3925;i still feel that i expect pieces of the world from him but im afraid to come close and place those expectations upon him again in fear that hell disappoint me;fear
3926;i managed to eat more than i usually can on race morning mostly because jon was there and i didnt feel quite as nervous;fear
3932;i set off feeling strangely nervous and quite weak but slowly worked through the problems and was soon attempting the toughest problems;fear
3936;i feel pressured to be the perfect happy woman but it s because i have a hard time letting people in past a certain level so it just is easier to default to happy go lucky which i usually am anyway;fear
3938;i hate to feel threatened totally;fear
3939;when in a car accident where car was total wipe off wipe out;fear
3958;i feel ive been physically uncomfortable for the last months of my life so nothing new there;fear
3972;i feel more excitment than reluctant xdd hohoho looking foward tmr xd cya tmr;fear
4002;i was feeling quite nervous;fear
4003;i want to tell you what im feeling but i dont know where to start i want to tell you everything but im afraid youll break my heart why would something easy be so hard to do;fear
4008;i have the feeling i am going to be tortured tonight;fear
4017;i have been feeling restless and not quite grounded;fear
4019;i often feel like a child here i speak the language like a child i generally walk around the town confused like a child i have child like relationships with most of the natives and my knowledge of the area and culture is equivalent to a childs;fear
4023;i take lightly but if youre like me you re probably feeling a little skeptical of product that is being sold on the internet as the way to become successful online;fear
4036;i feel overwhelmed or a little blue usually around that time of the month but i manage those feelings well;fear
4054;i feel pressured and can not move on to other items in our wedding checklists;fear
4055;i feel sexually threatened because some guys can be assholes fuck you of course im going to be a bitch and do whatever i need to do to get my ass out of the situation;fear
4058;i am ashamed when i feel like that the moment i see terrified crying children and dead ones;fear
4064;ill write a bunch youll respond and then ill back off in part because i feel shy;fear
4083;i feel frightened by it all;fear
4092;i go shopping now i feel reluctant to buy things like that even though its really hard to resist the temptation;fear
4093;i sit and remember what longing felt like and what denial feels like it is so strange to think i couldnt have changed my own perspective the experience itself created my view of the world;fear
4105;i feel hesitant and uncertain sometimes;fear
4113;i feel for the people who dont see its worth or are too afraid to discover it;fear
4120;i feel tortured when i hear them talk or sing or laugh or cry;fear
4129;im still feeling shaky i realized that i felt intolerably hot all the time which i may mention is the polar opposite of what i normally feel like;fear
4138;i came up with the following i m drawing a blank as to what this is called to help me when i am feeling fearful or attacked;fear
4140;i want to find my essence and my substance and not feel so scared and empty and dispersed fragmented etc;fear
4148;i feel intimidated to go there again at that time for fear it will happen again;fear
4150;earth crake;fear
4171;i do enjoy large bold prints and i suppose its odd im feeling timid about leopard;fear
4175;i range has always been giving you feel reluctant to select your spray for anyone who are to select and exposed variants;fear
4191;i do sometimes feel like im in this strange in between world;fear
4208;i can t take medication because its triggering i have to be really at the point of i can t stand what i m feeling anymore just so i can get past that barrier but medicine has me afraid of vomiting;fear
4220;i feel quite nervous and scared too x scared cos ill be taking the plane back to singapore on my own cos i cant stay as long as my two other friends have planned t;fear
4240;i said feeling a little shaky as i stared at the ocean from which the goddess was rising not knowing why;fear
4246;i just remember feeling so much pain and being confused and scared and convinced that i could not do this;fear
4258;i thinks this chiefs ccw should be yanked by the state as i feel threatened;fear
4277;i have a large parcel of time or am feeling reluctant to write i set our kitchen timer for minutes and write until the bell rings;fear
4287;i feel like someone s strange uncle trying to break the ice at a party by showing this amazing talent thinking that guests will be impressed but in turn just made everything a hundred times more awkward;fear
4291;i feel reluctant to share because my experiences feel incomplete especially now that my ideas are making a shift;fear
4298;im feeling really shaken up today my stomach hurts ibleeditout i ran into some friends and kodi has been a complete brat;fear
4310;i knew i needed to get over there but had been dragging my feet a combo of feeling intimidated by the language barrier and the kids nap schedules;fear
4312;i was feeling very overwhelmed about what i was going to do about removing things from the house i am selling in maryland;fear
4313;i began to feel less anxious;fear
4315;i started feeling reluctant to go because i wanted to spend some time with my family before i left;fear
4323;i feel very apprehensive;fear
4329;im not always able capture the essence of the way i see the world in writing i feel that my weird way of thinking has been generally consistent throughout my short years;fear
4330;i feel so uptight around my family;fear
4331;ive been feeling very intimidated and overwhelmed by the workload this semester and so ive just been avoiding doing what i need to;fear
4334;i am worried that you might feel pressured or obligated that wasnt my intention and i am sensitive to your situation;fear
4342;i don t understand why musicians sometimes feel inhibited;fear
4343;i feel shy of my broken english;fear
4349;i have a bunch of ideas but at the same time i feel intimidated because i am just a freshman and apparently know nothing about anything;fear
4353;i am feeling a bit unsure about some of these im going to give it a try anyway;fear
4385;i didnt cry but i was starting to feel neurotic so my sister who was amazingly chill that morning brought me an ativan;fear
4389;i instead feel restless;fear
4392;i asked feeling slightly wimpy;fear
4393;i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more;fear
4407;i feel helpless at the same time wherein practically no other option than to just sit and watch the drama;fear
4412;i go on these walks with my mother in the evenings i feel this frantic anxious energy from her as if shes losing her daughter and doesnt know how to win her back;fear
4416;i feel a little overwhelmed;fear
4441;i feel very distressed because i m supportive of this campaign and with the senator jackson told cnn;fear
4450;i thought this is precisely why i m making the show because i feel very uncertain in the world;fear
4455;i went on to the holiday party that evening courtesy of another journalism sibling whom i call my big bro feeling a little unsure on why i was really attending;fear
4460;i am responsible for picking a man who on occasion reminds me of people from my past like my mom and i threaten myself i can break this pattern by conducting myself in a different way even when i feel scared because deep down i know he s a good man;fear
4469;i feel so paranoid i don t want to feel like i did back then ever again;fear
4479;i just feel terrified;fear
4491;i dunno i just feel that i started this blog a little shaky as i wasnt really sure about what sort of audience i was addressing or anything;fear
4497;i got s and really i feel like i hit the lottery i was scared itd be something like x and id be screwed;fear
4498;i feel overwhelmed when i think of a country suffering;fear
4504;i do not feel frantic;fear
4518;i feel like i am as fearful now as i was when i first threw my leg over the top tube after my surgery;fear
4527;i feel threatened by anyone i get this feeling that i want to kill someone;fear
4533;i did not picture myself feeling shy in this class when i signed up for it;fear
4539;i was feeling very reluctant about the players even finding a library or sage to identify stuff for them;fear
4544;i feel indecisive about baker although my room is the smallest double it still seems big but i hate how loud the guys across the hall are;fear
4553;i know like the recommendation function in modern web shops while it feels a little bit strange to see the product you ve just searched for in a web shop on a totally different site s advertising;fear
4562;i feel overwhelmed stressed and pressured inside something magical happens when i take off my shoes and go for a walk in the park or on the beach;fear
4577;i woke up feeling shaky and nauseous with lots of cramping and pressure in my abdomen and pelvis;fear
4591;i forgive myself for accepting and allowing myself to feel uncertain about my application within this i reveal that i feel uncertain within myself;fear
4601;ive got all those books and i feel reluctant to sell them;fear
4602;i often find myself feeling assaulted by a multitude of sense impressions;fear
4624;i made the other day which more or less sums up how i feel about the delusion of my life for the past years or so i became somewhat frightened of myself and decided to get a little distance from that guy;fear
4637;im feeling so insecure financially right now that i dont want to spend the;fear
4645;i feel afraid i hold tighter to my faith and i live one more day and i make it through the rain;fear
4647;i just repeat it again and again until i feel myself become less afraid;fear
4650;i was taken by sentimental feelings for the characters and distressed by their destinies;fear
4670;i feel less and less the feeling of fear and being afraid and scared;fear
4680;i denied my feelings amp claimed that we were less than what we were cause i was hesitant to jump into anything new;fear
4681;im feeling agitated today;fear
4682;i feel like hes scared of a good thing and is sabotaging right now and maybe if i give him space hell come back but i feel like hes had so much space and still doesnt feel like its enough;fear
4716;i feel very reluctant talking about death;fear
4718;i try not to complain or show them my attacks because they feel so helpless like any parent would;fear
4729;i feel so overwhelmed my heart beats hard i m going as fast as i can and when my husband calls to see how i m doing i crack;fear
4734;im feeling very uncomfortable which isnt helping im sure;fear
4757;i sing i feel weird;fear
4758;i am feeling so ridiculously uncomfortable these days the rising temperatures dont help and i have added wicked heartburn to the list of things keeping me up at night;fear
4795;i really dont like attention because i feel pressured to think about a topic and talk;fear
4825;ive been feeling restless in my career;fear
4831;i love the treadmill and i am actually so used to it that i actually feel intimidated running outside;fear
4833;i didn t feel as terrified or as nervous as i normally would in that type of situation;fear
4834;i feel assaulted the new kid whined;fear
4843;i have to actually tell myself to breathe breathe breathe in and out when i feel absolutely terrified because i know i can t just go home that the life i missed isn t there anymore;fear
4850;i went but i did feel shaky;fear
4867;i had this strange feeling that she was incredibly distressed;fear
4906;i fear that other people ask me about my feelings i am most reluctant to talk about things;fear
4910;i am aware of a level of unrest and feeling uncertain and i will sit with it for now;fear
4911;i just feel like weve been living in a weird time warp like its only wednesday;fear
4912;i remember sitting in my family room in dallas watching the story unfold in new york so many years ago and feeling so helpless;fear
4916;i never realized just how awful my mother has been feeling about her lack of energy and independence until i had this operation and have been so wimpy and tired;fear
4922;i doubt theres any greater reluctance by federal authorities to employ tear gas and plain force if they feel threatened;fear
4928;i feel like the dust in me has been shaken and still has not settled;fear
4945;i can feel myself getting agitated at all the constant noise chatter;fear
4950;i neither ask for nor deserve to feel frightened when any kook puts me in danger for any reason;fear
4953;i try not to make anyone feel uncomfortable;fear
4954;i feel like i can take on the world and even if it says no to me i wont be afraid and will not be discouraged;fear
4961;im feeling lately vulnerable impressionable and a little emotional;fear
4965;im feeling hesitant to put much else into words;fear
4979;i feel apprehensive while opening the blue door;fear
4987;i do feel a little bashful about it;fear
4996;i can feel the frantic beat of his heart but cookie s voice is surprisingly clear;fear
4999;i run to him when i feel threatened and insecure;fear
5018;i didn t feel alarmed at all;fear
5026;i may feel uncomfortable or just want to give up;fear
5029;i also suspect that like me those who feel like they want to die will be reluctant to share that information with anyone because it is so freaking scary;fear
5034;ive been feeling helpless since superstorm sandy hit one of my favorite places in the world and i suspect a lot of you share that feeling;fear
5072;i am going crazy at leas the feeling is more pleasent them fearful;fear
5077;i want him to feel uncertain and unsettled because he deserves it and maybe itll teach him a lesson;fear
5088;i feel is manifesting in strange ways;fear
5096;i really do feel for kids who are tortured in highschool;fear
5100;i started to develop feelings for you they scared me and i freaked out but you promised me that i was safe;fear
5106;im feeling a bit apprehensive about it as i dont know if my little note cards will stand out from the mass of talent on etsy;fear
5107;i feel this distraught i am thankful that the weather is improving so much;fear
5120;i havent exactly gone for a spin around the block yet since id feel strange strapping in a teddy bear in place of a baby but it looks nice and sturdy and like it will do the trick;fear
5125;im feeling so helpless clueless and homesick;fear
5132;i still feel a bit overwhelmed;fear
5134;i hope to always remain grateful even when feeling a little unsure about my endeavors;fear
5142;im feeling insecure and sad because i dont know what to do with my book;fear
5147;im off to the big city solo for what im afraid is going to be six days of wandering around lost six days of feeling uncomfortable six days of not knowing how to dress six days of not knowing what to do six days of not knowing where to eat six days of disaster disaster disaster;fear
5175;i start feeling anxious again;fear
5177;i always feel a bit anxious before i preceptor because i am still learning;fear
5180;i realize i should be extremely grateful for your act of kindness lord i m feeling quite distressed at the moment;fear
5188;i feel like i want to stop i think of my wimpy muscle less sister who did the tough mudder;fear
5195;im still feeling a little hesitant but plunging in with a multitude of colored pencils nonetheless;fear
5217;i feel like most designers shy away from using color in the kitchen so i just love how julia incorporated bright splashes of orange blue and green throughout the space;fear
5236;i feel like ive been shaken around a thrown down;fear
5248;i absolutely refuse to feel insecure about how i look anymore;fear
5258;i feel tortured by this sense of wrong;fear
5261;i feel acclimated like i am finally a part of this organization rather than a timid observer;fear
5263;when i nearly caused a traffic accident with my car;fear
5291;im feeling nervous about it;fear
5293;i feel hesitant around it;fear
5308;i feel indecisive it feels like the security that i usually feel from sensing the ground beneath my feet is suddenly gone and i am left feeling wobbly and unhappy;fear
5312;staying in a relatives house which was broken in before;fear
5327;i hate feeling that im so indecisive;fear
5332;i feel that i am getting more and more timid these days;fear
5335;i guess she was feeling pretty hesitant;fear
5339;i just feel so unsure of myself and everything in my life;fear
5347;i would feel timid wearing them beacuse id try to not get them dirty etc;fear
5353;i feel so frightened i just wanted to document the way i m feeling;fear
5355;i suppose i am a bit on occasion but now ive become this horrible annoying person and i feel so strange about it;fear
5356;i feel uncertain about something i will act in a more positive and powerful way;fear
5366;i feel anxious as i usually do around this time of night;fear
5377;i get this gut feeling or am i just being paranoid;fear
5383;i dont know if i feel apprehensive about it or apathetic;fear
5397;i should go to sleep but i m feeling reluctant to let go of the day;fear
5402;i was out shopping with a friend the other day and she asked how i was feeling about the book coming out and i said i was terrified and she asked why;fear
5407;i just feel so helpless i know deke s going to die and i can t do a fuckin thing about it;fear
5424;i like that i don t feel pressured yet i like spending time with him;fear
5431;i have not done any hill training but am not feeling apprehensive about it at all;fear
5462;i did feel a little less inhibited in class tonight;fear
5463;i get headaches am easily agitated feel frightened and aggressive;fear
5473;im not sure if what im feeling is so extremely vulnerable or now that i feel so depressed and sad;fear
5487;i feel shy of sharing too much about it right now like its a delicate bird that hasnt taken flight;fear
5490;i purposely put that statement in the negative to show that im now feeling gun shy;fear
5494;i would not feel as shaken if i were appreciated for at least a tiny bit;fear
5497;im feeling a little bit apprehensive about entering a new chapter again and having to prove myself all over again;fear
5501;im glad that peter doesnt feel threatened or concerned by my recent interest in decidedly egalitarian almost feminist christian blogs jonalyn finchers a href http soulation;fear
5513;i have a feeling something startled her but either way she started on my shoulder and ended up across the room a very slow flutter mind you;fear
5515;i do however feel myself feeling a bit reluctant;fear
5516;i know im quite selfish but sometimes i feel like i dont want to throw everything just for something that is uncertain;fear
5522;i believe that if i by myself make a person feel uptight and want to be envous of me then they have another sin called jealousy;fear
5523;im sore and feeling very unsure of how in the world i will go more miles in weeks;fear
5525;i really am feeling skeptical about politicians lately and all of the tomfoolery and shenanigans that are going on in washington so it s nice to read a book that is about that subject and about some people taking action though no i don t advocate the actions they took;fear
5526;i sobbed and cried to him feeling quite vulnerable and he did nothing said nothing;fear
5538;i start to feel more and more frantic and rushed trying to provide excellent care for my patients and then high tail it home;fear
5544;i have the capacity for great care and compassion as well as the ability to bite metaphorically speaking when i feel threatened;fear
5546;i feel a timid six other times a wise sixty six;fear
5558;ive been idling away this past year i realize im feeling more and more doubtful of my path;fear
5566;i think it is easy to feel afraid when one considers the nuclear weapons the weather the protests the riots the police reactions the governments responses or the laws being passed;fear
5585;i feel like i should be suspicious of her but im just so happy to see her;fear
5588;i feel anguish for a family that was assaulted raped and systematically assassinated by u;fear
5595;i feel fearful seeing this bridge an emotional tith sam ath whose year old son died in the disaster told afp;fear
5597;i feel i will never escape something drawing attention to my forehead when distressed because i imagine old age will turn the scrunching into permanent wrinkles;fear
5601;i have to admit i feel shaken up;fear
5604;i was a mess completely stressed out feeling terrified of doing the wrong thing of mis stepping or of in any way dishonoring or upsetting my medicine family or any of the participants in the quest itself;fear
5608;i continued on my way despite feeling a bit strange with my flexy new shoes and sweat soaked back;fear
5609;i feel for you despite the pain makes me suspicious that it might be so;fear
5649;i will adress those issues and attempt to reason with them so they may feel less threatened and more supported and loved;fear
5652;i can feel their afraid;fear
5656;i find it hard to breathe and sometimes feel a little shaken up by the days events;fear
5660;i have control issues though they really only kick badly when i feel unprotected or dont trust my safety net;fear
5661;i necessarily believe in the power of rape whistles but i never got one and i feel grossly unprotected by my campus;fear
5666;i feel frightened i hear a mighty roar;fear
5676;i feel more vulnerable;fear
5677;i actually stop to think about it it makes me feel quite overwhelmed;fear
5679;i wrote it feels slightly strange starting to write this about cambodia as i sit in lax airport waiting to bi;fear
5696;i just feel so overwhelmed by the feeling of balance that i just;fear
5705;i suppose if one were to love someone one would feel doubtful;fear
5739;i shouldn t feel so apprehensive;fear
5741;i understand that chronically living makes some healthy people feel threatened or afraid;fear
5750;i love those ted talks i feel intimidated more than inspired because greater than great can be found in simplicity too;fear
5752;i got home i started to feel weird;fear
5756;i should just relax for now but it feels so distinctly strange for me;fear
5765;i wish i could open up to people not feel so terrified of reactions and opinions;fear
5777;i begun to feel distressed for you;fear
5780;i feel uncertain of how i can keep my personal development of fitness and health going in the right direction;fear
5785;i told her yeah they feel insecure and they bully people because it makes them feel powerful physically;fear
5811;i feel less pressured to check on my phone and i gain better space to concentrate on what is more important in life;fear
5814;i was already feeling pretty nervous about this prospect as i had a suitcase full of dvds of which we only watched one;fear
5819;i feel shaken and scared;fear
5823;im feeling terrified no control and now my world is shaking the curtains close and it tingles and tickles inside in my pulse;fear
5824;i feel like i need to just face the world and stop being afraid of repercussions;fear
5825;i have grown accustomed to the creative freedom of living by myself i can dance around my house and write songs and play guitar without feeling inhibited by the eyes and ears of others;fear
5832;i notice that i feel a little apprehensive even to share all this;fear
5855;i feel all shaken up and im waiting for things to settle;fear
5860;during the last academic year ie just before the closure;fear
5892;ive been feeling distressed;fear
5895;i know and trust how i feel but i generally shy away from it with strangers;fear
5896;im really feeling skeptical about clinique products;fear
5909;i feel pressured when people say im going t beat you or whatever;fear
5917;i think people reject their feelings because they re terrified of them but the truth is that once you see that you can t die from them and that they actually go away they re not so scary;fear
5923;i feel more terrified than the customers will be in my maze;fear
5928;i feel uncertain if the most of similar families can be reached the uncertainty does not preclude us from serving those we can in the meantime while discovering the ways to reach the others;fear
5934;i feel pressured at times to succumb to fear and insecurities but thankfully i am still able to hold it on my own;fear
5935;i do feel confused;fear
5955;im feeling so restless today;fear
5972;i am feeling very restless irritable and discontent;fear
5973;i can do all things through christ who gives me strength is a lovely little verse that i repeat over and over when im feeling a little unsure about something;fear
5978;i go snowboarding feeling very apprehensive;fear
5981;i feel like i get more and more frantic with no clue which way to turn what direction my life is going or if i should even care;fear
5995;i didnt start feeling nervous until friday and on saturday i didnt feel as much nervous as scared and respectful of the enormous challenge that laid before me;fear
6005;i feel reluctant to join the class trip to beijing;fear
6006;i feel tortured by this thought but it feels so true;fear
6010;watched a horror movie which involved sexual attacks on women;fear
6019;i quickly learned just by moving from sauna to ice cold bath to steam room to shower until you feel like a tortured goldilocks who wants nothing more than to find the middle ground between too hot and too cold;fear
6034;i have not conducted a survey but it is quite likely that many of them feel as assaulted by onel s demons and other creators as i would have felt had the walls been covered only with eminent figures patriotic heroes and epic deeds;fear
6039;ive done so much reading but i feel like im being paranoid by doing all this extra stuff since no one seems to;fear
6042;i was still feeling a bit unsure a bit not convinced still a bit frustrated;fear
6049;i love the response i get from the students and it is such a good feeling when someone who is obviously shy comes and talks to you even if their english isnt great;fear
6054;i feel anyway never afraid of the sea but a healthy respect for the ocean and a sense of harmony and balance;fear
6055;i feel suspicious but i cant walk a way i like him i always had a thing for football players i know ive been m;fear
6061;i really have gotten to a place where if i go for more than a day or two without writing i begin to feel very anxious very displaced;fear
6067;i would veer from feeling utterly terrified to utterly disorientated to utterly queasy;fear
6073;i feel anxious about a coming event or activity that will require physical energy that i may not have or emotional events that will require emotional energy i look to my parent and adult to take charge;fear
6074;i had been feeling slightly distressed and my pride was resisting me just waiting for the next peregrinos to walk past and help me out;fear
6075;i am feeling restless for some reason today;fear
6080;i feel my heart shaky all the time now;fear
6089;when i was about six years old;fear
6092;i always think say now feel a little hesitant i always think say now feel a little hesitant posted on may th by admin;fear
6094;im feeling quite agitated irritated amp annoyed;fear
6098;i will feel shy and won t be able to talk to her;fear
6109;i feel that they are vulnerable in the coming election given their performance;fear
6115;i was taunted by the ability of feeling threatened from weakness of frailty beneath this exterior of human existance lies a woman wanting nothing but a man needing his warmth and masculinity;fear
6124;i continue to succeed in something and having someone seems unattainable because i feel men will be intimidated or when there is a prolonged moment of silence;fear
6141;i just do not feel uptight at all;fear
6148;i looked at sams eyes they were tough hiding the strong pent up feelings that tortured him inside;fear
6153;i start feeling myself getting overwhelmed or frustrated i have tried to open up more about it instead of pushing it down deep slapping on a fake smile and waiting until i boil over;fear
6167;i feel the reader will get confused with because it bounces and uses references from its earliest time period which is like the dawn of time till now;fear
6171;i am not really in financial straits yet so why do i feel so insecure;fear
6176;i rid myself of many bad habits only to fall back into them when i feel insecure or vulnerable;fear
6179;i just feel skeptical;fear
6181;i feel that she should change herself and i was too timid to speak up for her except in underground murmurs;fear
6187;i feel hesitant to share something i know and have experienced personally that can offer hope amp eternal life;fear
6191;im guessing with everyone standing there she was feeling timid about moving through the crowd again;fear
6197;i will reach out to you when i am feeling uncertain and needing the support or the slap upside the head that i know you can provide me;fear
6200;i hurt and feel suspicious and definitely get angry;fear
6204;ive always been feeling restless and dissatisfied with our relationship;fear
6215;i was just reporting to a dear soul that the energies feel strange today and wondered if somethings up;fear
6221;i feel intimidated by other girls acne getting rid of pimples;fear
6228;ive been feeling a little frantic recently because our summer together is flying by so quickly;fear
6235;i have been feeling so strange and frankly bad about how not sad i am;fear
6244;i travel i feel like men expect me to be neurotic superficial and easy only sometimes true;fear
6257;i am still feeling somewhat intimidated but i guess by being safe and cautious and fully aware then i will be ok;fear
6260;i over think you think i really feel insecure;fear
6280;i can t get past is that feeling when a friend walks out of your life and you re unsure why that feeling of not being valued or important enough;fear
6287;i know in advance then i am fine with it but if i make plans and they change or fall through i end up not knowing what to do with myself and feeling very restless and angsty;fear
6291;i started to feel apprehensive about it;fear
6297;i feel more grounded and less fearful;fear
6301;ill admit to feeling a little paranoid and wondering about how many others had defriended me;fear
6308;i wish things didn t feel so strange so out of place;fear
6310;i dont want to make a bad impression with my new co workers in both my job or my lab simply because i just feel so insecure and agitated all the time;fear
6311;i can t stop thinking about it i feel paranoid like they re judging me i know they re probably now but i just feel that way;fear
6316;i feel a bit shaken though;fear
6317;i feel more vulnerable and more in touch with my heart with making choices that are better for myself and my family and less worried about pleasing everyone else;fear
6321;i feel like a snob but i ve been a bit skeptical of it from the start because i have no idea who kenny werner is and neither does thomas a musician who gave me the book;fear
6332;im feeling anxious all im really trying to do is project the exact opposite;fear
6336;i have found a no of people raising this issue but then i have not yet come across any officials addressing the same i am just feeling helpless;fear
6339;i luckily i don t think anyone i know was there at the time but can t help feeling a bit shaken;fear
6343;i feel petrified about his future;fear
6358;i was feeling relatively indecisive and not very hungry until we walked past a barbeque place;fear
6368;im feeling very hesitant about wanting to buy another house;fear
6376;i sit here tonight i feel anxious;fear
6392;i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue;fear
6393;im going to be honest with you i feel distraught;fear
6418;i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected;fear
6422;i got on and was nervous feeling very timid and shy but after a while we were talking like weve known each other our whole lives;fear
6436;i said im only pages and this book feels so tortured and you can really feel the pain of the characters;fear
6467;i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit;fear
6469;i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside;fear
6477;i feel much alarmed at the prospect of seeing general jackson president;fear
6480;i am feeling quite anxious about it all;fear
6481;i feel that he s really shy with his feelings because as he talked about how he felt what happened during the trip he was really nervous and i appreciate the effort to say all of that by the way;fear
6510;i was still feeling weird about the day before;fear
6511;im feeling indecisive about what to do;fear
6524;i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly;fear
6527;i would have taken more but something feels weird about going to a foreign country and taking pictures of places and things that most of the people probably consider commonplace;fear
6536;i am not even sure how to formulate my thoughts since i just put it down and am feeling slightly overwhelmed;fear
6551;i seem to be feeling a little less anxious this week but i sure wish that i could check on her every week at the doctor instead of the that are scheduled;fear
6553;i feeling confused with my life and want to know why my life;fear
6566;i feel weird with just his perfect day of worry free lazy junk food and video games;fear
6568;i wanted to not feel frightened anymore;fear
6573;i somehow feel distraught and hopeless;fear
6593;i was feeling abnormally wimpy so i staked out my bird feeder;fear
6605;i always feel afraid of telling people because i dont want them to see me differently my self image is very poor and i dont want to transcribe that onto them;fear
6623;im feeling a bit less anxious about it all now and im actually starting to look forward to the challenge of the big event;fear
6630;i wont go on about the anxieties i am feeling about this is being as neurotic as me about this;fear
6631;im honest when i say a part of me feels tortured as though this is part of the system of function in your life the one that allows you to order and manipulate people in such a way so that they are lined up and positioned to serve their prupose when you should need them;fear
6634;i feel the skeptical looks and eye rolls when we say we need a bigger house after all we re dinks double income no kids which is prettymuch the most awesome acronym ever;fear
6639;i function best with a lot on my plate and feel very uncomfortable with my life if i have nothing to do;fear
6642;i feel frightened in a kind of a raw way;fear
6644;i am most defensive when i feel most threatened;fear
6645;i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night;fear
6649;i wish i knew how he was really feeling aside from reading the nervous twitches;fear
6654;i feel scared and worthless when someone doesn t love me;fear
6678;im one of girl who feel insecure about herself always;fear
6679;i didn t need to mention our difference but i was feeling very vulnerable because of the differences and was having a bit of fear that in someway i am doing something wrong;fear
6680;i want to be able to declare how excited i am in the most sickening sing songy voice that anyone has ever heard but frankly i feel more terrified than anything;fear
6685;i am sometimes confused as well for a moment in a time of need when the day to pay a bill has come and we dont have the money we need i sometimes feel confused as well;fear
6687;i have to admit i always feel apprehensive to order the wings when im eating out;fear
6694;i think i wake up every day feeling terrified in some way but then i feel totally exhilirated when facing things i ve always been scared to do;fear
6699;i walked into the dawn treader feeling fairly skeptical and walked out with three great books one was a hardcover book in japanese that i picked up for my mom for;fear
6702;i feel and yet your still hesitant to tell me;fear
6714;im frightened and feeling paranoid;fear
6729;i do and it is really starting to make me feel really distraught and upset all the time;fear
6735;i think my hair is feeling confused;fear
6765;i ignored her minor tantrum and jumped down from the table beginning to pace again and feeling agitated;fear
6772;i tell myself that whenever i feel hesitant to start muay thai;fear
6794;i was left feeling slightly intimidated and overwhelmed;fear
6797;i can hear the hum you make at the feeling of my warmth and my legs shift a little in a strange need;fear
6807;i feel fearful;fear
6819;i feel a little less fearful about it;fear
6825;i was beginning to think that i had been cut from the ranks of the frugal antics improv challenge and was beginning to feel a bit insecure about my first entry last month;fear
6836;i know that i will find a job and god has a plan but im feeling a little uncertain about everything at the moment;fear
6838;i would have liked to go but that i wouldnt leave without reason because that would feel highly uncomfortable;fear
6843;i just didnt feel they got me which meant i was reluctant to open up and really share what was going on;fear
6844;i feel so overwhelmed im nauseous;fear
6849;i find myself feeling shamefully skeptical of the wisdom of popular gurus especially when it comes to persuasively explaining seriously complex phenomena even when its offered to standing ovations coming from cheering audiences;fear
6851;im feeling a lil restless about axel;fear
6866;i feel a little intimidated;fear
6890;i feel so distraught and sad;fear
6916;i feel overwhelmed in a good way;fear
6924;i havent been measuring out food drinking nearly enough water tracking any fitness and overall i feel completely shaken and unfocused because i dont feel like my foundation is steady at the moment;fear
6933;i see but i feel confused by all about you lately;fear
6935;i feel threatened or anxious i become numb and detatched from my emotions and environment;fear
6944;i feel like a person who tortured somebody because i like to see the fans confused and embarrassed at the same time;fear
6965;im feeling so so insecure;fear
6967;i have been feeling very shaky and weak and light headed starting from yesterday and this morning when i woke up i couldn t breathe properly no matter how many deep breaths i took in i just felt there just wasn t enough oxygen going in;fear
6986;i feel hesitant unsure doubtful of myself;fear
7001;i know it s kind of funny that i m feeling hesitant about making fashion from something we use to scent our clothes but it does worry me a bit;fear
7004;i seriously still feel so insecure and dreadful that the new guy would suddenly pop back up and change things;fear
7014;i still have cramps plus i get really dizzy when i stand up and my whole body is aching and i just generally feel extremely uncomfortable;fear
7042;i feeling distressed;fear
7054;i think i m also feeling restless;fear
7057;i go to bed feeling very distraught otherwise;fear
